ID,Site,Context,Country,Longitude,Latitude,Condition,ATU,ATU2,NAT,Reference(s),Site Type,Dating Method,Event (Rasmussen et al. 2014),Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Method,AGE,STD (±),ID,Chronozone (Relative),Relative Date (method),LTP Association,TP present,Burinated,Tephra Association,File Type,Scale,Out,Ldk,RD,FN,Additional Information,OTT,Continuous vs. Discontinuous,Retouch position
1449,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),Saville and Ballin 2009,Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_1_4,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1450,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_1_5,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Left
1451,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_1_6,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1452,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_1_14,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Left
1453,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_1_15,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Left
1454,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_1,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Left
1455,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_5,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Left
1456,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_7,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1457,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_8,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1458,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_9,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1459,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_11,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1460,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_14,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1461,Mother Grundy's Parlour,Mother Grundy's Parlour (1924 excavation),United Kingdom,-1.19,53.26,Whole,Creswellian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Excavation,Combined,,,12280,50,OxA-19507,,12315,55,OxA-19503,,12455,55,OxA-20193,,12455,55,OxA-19504,,12470,55,OxA-20192,,12545,50,OxA-20192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,Y,Mother_Grundys_Parlour_2_16,"Creswellian attribution by Campbell and Bohmers, among others.",Y,Continuous,Right
1462,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Backed Point (Unspecified),"Armstrong 1925; Jacobi 2004, 2007; Jacobi and Higham 2009, 2011",Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,Y,Zonhoven_Molenheide_1_4,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1463,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Backed Point (Unspecified),Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,Y,Zonhoven_Molenheide_1_17,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1464,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Triangle Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_19,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1465,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Triangle Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_20,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Right
1466,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Triangle Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_21,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Right
1467,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Triangle Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_22,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1468,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Trapeze Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_24,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Discontinuous,Left
1469,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Trapeze Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_25,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Discontinuous,Right
1470,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Trapeze Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_30,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Discontinuous,Left
1471,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Zonhoven Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_1_34,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1472,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Zonhoven Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_2_2,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1473,Zonhoven-Molenheide,Zonhoven-Molenheide (B),Belgium,5.42,50.99,Whole,Ahrensburgian,Unspecified,Zonhoven Point,Vermeersch 2015,Mixed,Combined,,,10760,10,UtC-3720,,7060,70,UtC-3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,Y,AB,N,N,2D,Y,X,,N,Zonhoven_Molenheide_2_20,"""At the site of Zonhoven-Molenheide it is not possible to make a definitive, clean split between artefacts belonging to an older Ahrensburgian and a younger Mesolithic occupation"" (Vermeersch, 2015: 83)",Y,Continuous,Left
1474,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Tjonger Point,Vermeersch 2015,Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_9,,Y,Continuous,Left
1475,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Tjonger Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_11,,Y,Continuous,Right
1476,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Tjonger Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_12,,Y,Continuous,Left
1477,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Creswellian Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_13,,Y,Discontinuous,Left
1478,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Tjonger Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_14,,Y,Continuous,Left
1479,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Triangle Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_16,,Y,Continuous,Left
1480,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Tjonger Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_20,,Y,Discontinuous,Left
1481,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Penknife Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_22,,Y,Continuous,Left
1482,Meer,Meer (IV),Belgium,4.71,51.45,Whole,Federmesser,Tjonger,Creswellian Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11500,1200,Ox-87TLfg255AI,,11800,1200,Ox-87TLfg255A,,12400,1600,Ox87TLfd255AI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Younger Dryas/Preboreal,Typology,N,-,N,N,2D,Y,X,,N,Meer_IV_24,,Y,Continuous,Left
1483,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"Otte 1994; Van Noten 1966, 1967, 1968a, 1968b, 1969, 1975, 1981; Van Noten and Otte 1981; Otte 1991",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_1,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
1484,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_2,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1485,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_3,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1486,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,Y,N,2D,Y,X,,N,Rekem_1_4,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1487,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_6,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Right
1488,Rekem,Rekem (1),Belgium,5.69,50.92,Whole,Federmesser,Unspecified,Tjonger Point,"De Bie and Caspar 2000; Lauwers 1985a, 1985b, 1986a, 1986b, 1988; Caspar and De Bie 1996;  De Bie 1998 ",Excavation,Absolute,,,11600,1200,Ox-88TLi246a1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Allerod,Typology,N,-,N,N,2D,Y,X,,N,Rekem_1_8,Note: Tjonger Point and Federmesser Point are used interchangeably; OxA-942 is the only direct date for the lithics produced (adhesive on a tjonger point); site has previously been categorised as Tjongerian/Federmesser,Y,Continuous,Left
